Accel X,Accel Y
0.36286926,4.964432
0.4006958,5.0228577
0.4209442,5.0598907
0.46743774,5.0970764
0.49272156,5.1063538
0.50953674,5.0956116
0.51875305,5.0848083
0.52212524,5.0966797
0.52041626,5.11438
0.49890137,5.1207275
0.4862213,5.1207275
0.5074158,5.134857
0.54045105,5.1442413
0.56710815,5.14946
0.6099396,5.1555176
0.62368774,5.202759
0.62986755,5.221283
0.6246338,5.221283
0.62268066,5.2428284
0.62054443,5.2500153
0.6070862,5.245804
0.5821228,5.223816
0.5296478,5.2083893
0.48025513,5.1584625
0.43267822,5.1137543
0.37652588,5.076782
0.32128906,5.053772
0.30665588,5.0400696
0.2808075,5.015152
0.260849,4.981552
0.23892212,4.963043
0.21113586,4.944519
0.19172668,4.9179077
0.18191528,4.8714447
0.15394592,4.834198
0.13537598,4.826233
0.15307617,4.8406067
0.18103027,4.8406067
0.21438599,4.823593
0.22764587,4.8184967
0.2250061,4.8013153
0.21131897,4.7602844
0.1993103,4.726883
0.20059204,4.7256775
0.21360779,4.7219086
0.23213196,4.7009735
0.23483276,4.6897736
0.23483276,4.6869507
0.23968506,4.6923065
0.25602722,4.717972
0.2707367,4.751236
0.2865448,4.802902
0.33789062,4.8446655
0.39233398,4.892273
0.44796753,4.9723816
0.49473572,5.025833
0.53604126,5.0698853
0.5856476,5.0928802
0.6134186,5.1299133
0.64120483,5.173126
0.66578674,5.1997375
0.6626282,5.1902924
0.63249207,5.146866
0.56477356,5.105896
0.5211792,5.066681
0.4701538,5.02565
0.42008972,4.9818115
0.38182068,4.9406433
0.35417175,4.8919983
0.3425598,4.8604736
0.33566284,4.848053
0.3425598,4.862137
0.34698486,4.8676453
0.3432312,4.862152
0.32254028,4.864975
0.2959442,4.8765106
0.2811737,4.865402
0.27792358,4.8540497
0.28303528,4.8329163
0.29684448,4.8236084
0.30613708,4.819565
0.29318237,4.8071594
0.25978088,4.790329
0.24349976,4.8016815
0.2420044,4.8190613
0.23930359,4.8163605
0.23001099,4.816681
0.23449707,4.8395996
0.24725342,4.8567047
0.27062988,4.869217
0.3007965,4.8822327
0.32258606,4.8908844
0.34109497,4.896591
0.36454773,4.9101715
0.36421204,4.9194946
0.3497467,4.9196167
0.3497467,4.9236145
0.3497467,4.9388123
0.3415985,4.9430695
0.32929993,4.9615936
0.31591797,4.9597015
0.2995758,4.9483795
0.27372742,4.924698
0.2593689,4.911255
0.25637817,4.8927765
0.25637817,4.882614
0.25317383,4.866913
0.24394226,4.854965
0.24165344,4.8542786
0.22764587,4.8194885
0.22331238,4.8046875
0.20126343,4.811081
0.17866516,4.8007812
0.17842102,4.786194
0.17539978,4.806015
0.18489075,4.841278
0.20159912,4.857422
0.22940063,4.8710938
0.24794006,4.8765106
0.25784302,4.8836975
0.26713562,4.8800964
0.27630615,4.8597565
0.2707367,4.8477783
0.26556396,4.8477783
0.25637817,4.8431244
0.26304626,4.8272247
0.2619171,4.8174286
0.24890137,4.808136
0.21305847,4.8046875
0.20812988,4.812546
0.23042297,4.8190613
0.23963928,4.8190613
0.2558136,4.8190613
0.2707367,4.8046875
0.2707367,4.8124847
0.27664185,4.8190613
0.2947998,4.8279114
0.32250977,4.8434906
0.33039856,4.857727
0.31414795,4.883194
0.2975006,4.900696
0.28419495,4.938904
0.27174377,4.972992
0.24716187,4.993454
0.22238159,5.008896
0.20091248,5.012985
0.19885254,5.012802
0.19384766,4.9871674
0.19465637,4.96434
0.17285156,4.9492188
0.15463257,4.9483337
0.15188599,4.938568
0.16218567,4.92041
0.17781067,4.912201
0.19636536,4.900589
0.21894836,4.8865814
0.25361633,4.8771973
0.29766846,4.8648376
0.32780457,4.879898
0.35731506,4.8836975
0.37245178,4.8916626
0.40013123,4.907669
0.43255615,4.921509
0.46939087,4.953064
0.49945068,4.988785
0.52571106,5.012985
0.55215454,5.0315857
0.6016388,5.043747
0.61094666,5.0730743
0.61550903,5.0729065
0.60865784,5.0430603
0.58026123,5.020172
0.54322815,5.0127563
0.5234833,4.9941406
0.4895172,4.9834747
0.44361877,4.977066
0.39735413,4.9625244
0.3647766,4.9416046
0.3226776,4.9177704
0.30274963,4.91243
0.30541992,4.9064636
0.3237152,4.9223175
0.36045837,4.9441376
0.41081238,4.96846
0.43582153,5.0055695
0.43185425,5.0150146
0.41333008,5.0283966
0.38868713,5.046875
0.35876465,5.07045
0.30619812,5.06102
0.24685669,5.028183
0.19137573,5.0054474
0.17018127,4.9797974
0.17018127,4.9570923
0.17651367,4.929306
0.18702698,4.9196167
0.21548462,4.9196167
0.2401886,4.9196167
0.24919128,4.9046783
0.25154114,4.8908844
0.26075745,4.8908844
0.27005005,4.910385
0.2980652,4.9354706
0.34555054,4.9804077
0.39912415,5.0415344
0.44430542,5.0859985
0.474823,5.111435
0.5117035,5.139038
0.5419922,5.175949
0.5827484,5.183777
0.5866089,5.1634827
0.533432,5.10907
0.42668152,4.999008
0.29345703,4.902725
0.2015686,4.838394
0.18455505,4.8056946
0.2436676,4.8064575
0.32304382,4.8157196
0.3792572,4.824951
0.3617096,4.8390045
0.3425598,4.838028
0.3675232,4.859955
0.43504333,4.8833466
0.45550537,4.924301
0.44223022,4.971649
0.4056244,4.984253
0.39283752,4.9760437
0.39904785,4.9698944
0.4277649,4.954468
0.45030212,4.91243
0.425354,4.8558044
0.38327026,4.8238525
0.35258484,4.7806854
0.3391266,4.741516
0.30786133,4.6948853
0.27095032,4.6754
0.24829102,4.6610413
0.20895386,4.6610413
0.1802063,4.6566925
0.17736816,4.6538544
0.18858337,4.6538544
0.23005676,4.6572723
0.29457092,4.6773987
0.33694458,4.6897736
0.3665619,4.697174
0.36672974,4.720398
0.34439087,4.7388153
0.31951904,4.737076
0.3138275,4.7256775
0.31948853,4.7256775
0.3138275,4.712326
0.31913757,4.7256775
0.33442688,4.7256775
0.32850647,4.7256775
0.3193817,4.7184906
0.3138275,4.714752
0.3196106,4.711319
0.3210144,4.709854
0.32380676,4.702545
0.3330841,4.711319
0.34918213,4.7182007
0.3930664,4.720337
0.42997742,4.7217712
0.44906616,4.7125397
0.46377563,4.7131042
0.45147705,4.731674
0.4280243,4.7299805
0.40731812,4.697159
0.37971497,4.6858063
0.33952332,4.667206
0.3023529,4.6610413
0.27792358,4.6775208
0.274765,4.699188
0.2707367,4.732025
0.2780304,4.7472687
0.29884338,4.760971
0.33514404,4.784485
0.38778687,4.802994
0.40600586,4.7819366
0.4000244,4.769272
0.4000244,4.750885
0.38510132,4.7463684
0.36894226,4.720993
0.35075378,4.711319
0.3360443,4.6982727
0.31111145,4.6843414
0.28910828,4.6575775
0.27792358,4.6538544
0.2922821,4.6466675
0.2922821,4.6466675
0.2922821,4.651245
0.27893066,4.6538544
0.2707367,4.652313
0.2707367,4.6466675
0.2707367,4.6466675
0.23809814,4.6455536
0.17871094,4.632309
0.11810303,4.6464386
-0.10202026,4.6742096
-0.14819336,4.684265
-0.18522644,4.693527
-0.2106781,4.696945
-0.20536804,4.695465
-0.19328308,4.679764
-0.1749115,4.665741
-0.16322327,4.6610413
-0.16299438,4.651993
-0.17469788,4.6466675
-0.22653198,4.6286774
-0.28242493,4.6071625
-0.32870483,4.573105
-0.35481262,4.55542
-0.3569336,4.532074
-0.35087585,4.526581
-0.3190155,4.5317535
-0.2693329,4.5441895
-0.22810364,4.547226
-0.17903137,4.556473
-0.12094116,4.560486
0.099853516,4.5606384
0.18487549,4.5742188
0.26867676,4.606125
0.3239441,4.643265
0.40263367,4.6538544
0.46340942,4.657135
0.48979187,4.6717987
0.5226898,4.690613
0.5388794,4.7065277
0.5480957,4.68808
0.55085754,4.6567383
0.5450592,4.6237183
0.56477356,4.621414
0.6075897,4.625122
0.64624023,4.6246185
0.67800903,4.617935
0.7011261,4.6409454
0.7422638,4.673874
0.7854004,4.6976166
0.8095398,4.736618
0.8166199,4.7585754
0.8250427,4.7837524
0.8435669,4.790329
0.8668823,4.7855377
0.8809204,4.783142
0.875824,4.7723236
0.85583496,4.7422485
0.84065247,4.7019196
0.82380676,4.672058
0.8266754,4.6380005
0.84584045,4.620163
0.8595886,4.5967255
0.88323975,4.57605
0.894577,4.5543365
0.88926697,4.496109
0.8802948,4.425415
0.8740845,4.372772
0.8534851,4.3110046
0.82362366,4.2297363
0.7937012,4.1763153
0.75668335,4.1258087
0.707077,4.095398
0.6240845,4.0793457
0.52897644,4.0207214
0.4512024,3.9508514
0.39215088,3.8912964
0.35017395,3.8306122
0.30793762,3.7845154
0.2930603,3.719162
0.28956604,3.6531525
0.27449036,3.5918121
0.29249573,3.5420532
0.30743408,3.4943085
0.325943,3.422699
0.35810852,3.3669739
0.411026,3.3206787
0.45635986,3.2759094
0.49339294,3.2281036
0.5189972,3.1579742
0.5282898,3.083496
0.5046234,2.9950104
0.48155212,2.9071198
0.48576355,2.846527
0.47732544,2.7973328
0.46432495,2.7938843
0.4459076,2.8180847
0.41952515,2.847229
0.4000244,2.8853455
0.40486145,2.9183197
0.4141693,2.950882
0.42526245,2.9821472
0.4477234,2.9914093
0.46348572,2.9946747
0.46377563,2.980301
0.4544983,2.9773254
0.4452362,2.9731293
0.45018005,2.9731293
0.44311523,2.9874878
0.4472351,2.9916077
0.45646667,3.0131836
0.4738617,3.0469666
0.48931885,3.059311
0.5140991,3.059311
0.5366516,3.0594177
0.56640625,3.07576
0.59524536,3.0850983
0.6073761,3.094284
0.6250305,3.1274872
0.6534424,3.1455078
0.68911743,3.1508942
0.7156067,3.1607513
0.7016907,3.1977997
0.70602417,3.2303467
0.72821045,3.25177
0.74609375,3.2715302
0.7554474,3.296112
0.77568054,3.3365936
0.80262756,3.3845062
0.81700134,3.4234924
0.84487915,3.4467163
0.87924194,3.4944305
0.8941803,3.51326
0.88494873,3.5259552
0.8756561,3.516571
0.85868835,3.4733582
0.8373718,3.4266968
0.80947876,3.3706818
0.78845215,3.3123932
0.7699127,3.2783813
0.75527954,3.2598572
0.7519684,3.247284
0.7519684,3.2460632
0.7519684,3.2489471
0.7419739,3.2632294
0.73760986,3.2676086
0.75257874,3.2714996
0.7815399,3.2859802
0.8060913,3.3073578
0.8228302,3.3332062
0.81048584,3.3424835
0.7816467,3.3414612
0.7591553,3.3322601
0.7570343,3.3094177
0.747818,3.280838
0.73851013,3.255951
0.74479675,3.2426605
0.7415314,3.2212524
0.7429352,3.206665
0.73742676,3.217331
0.72584534,3.215042
0.7073364,3.1970673
0.68878174,3.1821442
0.6716461,3.175537
0.65960693,3.181427
0.6407318,3.181427
0.6151123,3.1897583
0.61073303,3.212555
0.6244812,3.217331
0.6561279,3.2107544
0.6643219,3.2000427
0.647995,3.1815186
0.625824,3.1630096
0.5914154,3.1598663
0.5397186,3.1598663
0.47077942,3.1506195
0.3960266,3.1183624
0.33218384,3.1167755
0.3210144,3.1278687
0.3210144,3.1556244
0.32369995,3.2070007
0.37190247,3.26268
0.44111633,3.356964
0.50579834,3.4794312
0.5827484,3.5974884
0.69898987,3.705246
0.823349,3.824936
0.9255829,3.9545593
1.0092621,4.080963
1.0541992,4.191437
1.0536957,4.2727203
1.0386047,4.305832
0.99768066,4.308243
0.9329529,4.2957916
0.8813629,4.2751923
0.8227234,4.293701
0.7766266,4.3172607
0.73742676,4.3306885
0.7117157,4.3443146
0.69747925,4.363556
0.7069702,4.3852386
0.7387848,4.4287567
0.7415314,4.459259
0.73760986,4.4830475
0.7450104,4.5104218
0.7542572,4.5196686
0.76353455,4.520172
0.76634216,4.5109253
0.7295227,4.4931335
0.6842346,4.481476
0.6511383,4.4705505
0.621109,4.467102
0.5817108,4.472
0.5444641,4.4678955
0.51000977,4.4466705
0.47750854,4.4107513
0.45758057,4.37027
0.42614746,4.3238983
0.40663147,4.27034
0.39471436,4.229294
0.37156677,4.19693
0.33694458,4.1530304
0.31045532,4.122345
0.30322266,4.1260986
0.3183136,4.1295166
0.34597778,4.1209717
0.3869171,4.1136017
0.40974426,4.146652
0.44221497,4.199997
0.45939636,4.2229004
0.4725647,4.2229004
0.49102783,4.2229004
0.5140991,4.2326202
0.49586487,4.2575684
0.4588318,4.265991
0.40786743,4.287201
0.37443542,4.2967377
0.36410522,4.3225403
0.37028503,4.3625336
0.372406,4.382019
0.38163757,4.388092
0.39620972,4.3828125
0.4229126,4.3144073
0.4520874,4.214813
0.221344,4.143982
-0.28935242,4.187027
-0.47184753,4.3464966
-0.4281311,4.513275
-0.14024353,4.6903076
0.4298706,4.9198303
0.8292389,5.1066284
1.0769806,5.1916504
1.1714172,5.153778
1.1612549,5.0227356
1.0831451,4.9059143
0.8706207,4.8175964
0.5932617,4.743561
0.2770691,4.6688232
-0.18955994,4.590378
-0.47836304,4.487488
-0.6719055,4.332367
-0.8148651,4.148514
-0.90605164,3.9995575
-0.90626526,3.904358
-0.8339081,3.8863678
-0.70350647,3.9189758
-0.5277405,3.9629211
-0.30485535,4.039734
0.07746887,4.143936
0.31887817,4.258362
0.5020752,4.3596954
0.6515198,4.4427795
0.7194824,4.511429
0.7586975,4.5316315
0.7976227,4.550003
0.839859,4.576538
0.87680054,4.589203
0.8824158,4.553467
0.8209076,4.4857635
0.74658203,4.4165955
0.66578674,4.3809204
0.57980347,4.3830414
0.5000763,4.404785
0.46018982,4.4293823
0.48921204,4.4954224
0.57595825,4.5575714
0.7157135,4.6208496
0.87675476,4.6834717
0.9715729,4.7203674
0.9874115,4.7487946
0.9369812,4.760803
0.80885315,4.7465973
0.6511383,4.6875305
0.50935364,4.6278534
0.42156982,4.580673
0.43626404,4.5508423
0.48262024,4.5281525
0.526474,4.497528
0.5480194,4.4843903
0.5062256,4.46373
0.41038513,4.4375763
0.29144287,4.3925934
0.13560486,4.332428
-0.11053467,4.281082
-0.17401123,4.273178
-0.18153381,4.2890472
-0.14100647,4.2947235
0.08387756,4.2775116
0.16609192,4.256729
0.2170105,4.2164307
0.22520447,4.1701202
0.17871094,4.130417
0.12724304,4.1240845
0.09410095,4.1409454
0.083984375,4.1829834
0.1219635,4.240616
0.22673035,4.2805786
0.357193,4.3167725
0.4493866,4.3517303
0.5034027,4.348175
0.53738403,4.3378143
0.53759766,4.349945
0.48277283,4.360214
0.4421692,4.3726654
0.4011383,4.3911133
0.3929901,4.402466
0.42477417,4.402466
0.4669037,4.3983
0.50393677,4.4015045
0.5137329,4.394058
0.5077667,4.378418
0.4917755,4.361206
0.47094727,4.3885345
0.43170166,4.407028
0.4028778,4.4211426
0.4000244,4.4304504
0.42112732,4.448242
0.4570923,4.470108
0.4810028,4.486908
0.5217285,4.4806824
0.5050659,4.46463
0.4772644,4.4599304
0.45872498,4.453354
0.42836,4.4394836
0.38206482,4.4168243
0.347229,4.439316
0.3425598,4.4527435
0.33200073,4.4501038
0.29968262,4.4361267
0.29901123,4.4177094
0.32774353,4.400772
0.36465454,4.3878174
0.378479,4.3692627
0.34770203,4.350815
0.32261658,4.335022
0.3138275,4.3306427
0.32774353,4.3306427
0.33538818,4.354019
0.33151245,4.3477325
0.31637573,4.331909
0.30574036,4.3306427
0.2874298,4.3306427
0.25558472,4.31044
0.24919128,4.294876
0.25836182,4.300705
0.26763916,4.3203583
0.27685547,4.317322
0.29634094,4.317276
0.32730103,4.326599
0.33538818,4.3358
0.34996033,4.3378143
0.35557556,4.335678
0.33538818,4.3263855
0.32269287,4.304428
0.29821777,4.273178
0.28559875,4.279846
0.26713562,4.2875366
0.26467896,4.2877502
0.31134033,4.301834
0.37046814,4.329422
0.41218567,4.357147
0.4386444,4.382263
0.44683838,4.388092
0.42112732,4.382599
0.3834076,4.38002
0.3421631,4.3640137
0.318985,4.3639526
0.3072052,4.3864136
0.30665588,4.396805
0.3213501,4.4098053
0.3868866,4.4053802
0.45933533,4.4174347
0.48171997,4.4374695
0.4814453,4.474228
0.4653473,4.481476
0.40023804,4.470581
0.37464905,4.4852753
0.3479004,4.4886475
0.33616638,4.479126
0.3425598,4.4457855
0.3474884,4.409195
0.36364746,4.402466
0.36782837,4.400589
0.39042664,4.387314
0.41204834,4.386917
0.4206543,4.3889923
0.4143982,4.3921814
0.40422058,4.388092
0.39283752,4.388092
0.4041748,4.3809204
0.43515015,4.3933716
0.4627533,4.414917
0.45635986,4.434555
0.4534912,4.4559326
0.46385193,4.4535522
0.47885132,4.4452057
0.46961975,4.4356384
0.45187378,4.4540863
0.42408752,4.4599304
0.40481567,4.4599304
0.3961792,4.463257
0.405365,4.483124
0.4212799,4.4955444
0.40971375,4.4862976
0.40446472,4.485901
0.40068054,4.4886475
0.39283752,4.4958344
0.38935852,4.481903
0.3856659,4.450302
0.37083435,4.4226685
0.35406494,4.402466
0.33538818,4.4116974
0.34204102,4.4168243
0.34820557,4.4168243
0.35357666,4.424179
0.38703918,4.4426575
0.40782166,4.452118
0.41708374,4.4455566
0.42156982,4.4455566
0.4147339,4.459244
0.3965454,4.4581757
0.3856659,4.4527435
0.37971497,4.4527435
0.3864441,4.4535217
0.39283752,4.4685364
0.39775085,4.486374
0.41404724,4.516693
0.43780518,4.5173798
0.44311523,4.5055084
0.4491577,4.4958344
0.466568,4.5164185
0.4850769,4.5010986
0.5035248,4.4835815
0.49339294,4.4886475
0.5119171,4.4907227
0.53466797,4.504196
0.55633545,4.5165253
0.5903015,4.5185547
0.6179962,4.5277863
0.6351776,4.5317535
0.6450653,4.532852
0.6703491,4.567322
0.6886444,4.599045
0.69451904,4.6236267
0.69451904,4.6264496
0.6979065,4.639084
0.70713806,4.630295
0.7080841,4.60997
0.6871033,4.6013184
0.66841125,4.6152954
0.66578674,4.617935
0.6744232,4.625122
0.6908264,4.635803
0.7356262,4.652313
0.76693726,4.676605
0.7839203,4.697571
0.8114624,4.711319
0.82328796,4.717972
0.82380676,4.7168884
0.81292725,4.6968384
0.77934265,4.6654053
0.74186707,4.660309
0.70770264,4.6538544
0.6799164,4.6538544
0.6660614,4.646942
0.65496826,4.630493
0.64424133,4.621216
0.63223267,4.617935
0.6092682,4.5954285
0.618454,4.5803375
0.6276703,4.5776367
0.62986755,4.589142
0.62779236,4.5943146
0.62268066,4.593292
0.62268066,4.59639
0.631897,4.6199646
0.64108276,4.632309
0.6318207,4.6427307
0.62268066,4.632309
0.62705994,4.632309
0.6412811,4.632309
0.64424133,4.651306
0.66934204,4.678955
0.6939392,4.7035675
0.7123871,4.695282
0.73069763,4.6825867
0.7423096,4.6755066
0.743103,4.6521606
0.705307,4.6337433
0.6572876,4.632309
0.60513306,4.632309
0.5812073,4.632309
0.5659027,4.625458
0.5846405,4.6373444
0.60014343,4.6466675
0.6147003,4.6263123
0.6505127,4.623535
0.6729584,4.6069794
0.67863464,4.585022
0.68548584,4.589813
0.6579895,4.6015778
0.63494873,4.6107635
0.62986755,4.624222
0.62431335,4.623474
0.6335907,4.614197
0.64286804,4.616577
0.6729584,4.6336517
0.6729584,4.6494904
0.67781067,4.6538544
0.69395447,4.6607513
0.7232971,4.655655
0.7526398,4.6610413
0.7591553,4.6610413
0.7501831,4.6843567
0.73760986,4.696945
0.73760986,4.696945
0.7446289,4.696945
0.7467804,4.680588
0.7437897,4.667221
0.7191162,4.636368
0.69247437,4.6230774
0.68014526,4.6107635
0.68014526,4.6159363
0.6652832,4.617935
0.64424133,4.6201324
0.6528778,4.625122
0.67762756,4.6314697
0.715271,4.6576843
0.75146484,4.6687164
0.7537079,4.671921
0.7659912,4.6829224
0.7542877,4.684906
0.72691345,4.6575165
0.69000244,4.601059
0.66729736,4.584854
0.64424133,4.6104126
0.6332092,4.6416473
0.6079254,4.6610413
0.59869385,4.6658936
0.6031189,4.6799774
0.6280365,4.6825867
0.6672821,4.6754
0.6693878,4.678955
0.6600647,4.6768646
0.64372253,4.6825867
0.6343689,4.679901
0.6345825,4.66597
0.63705444,4.654236
0.6475067,4.643387
0.66604614,4.6397552
0.67874146,4.6351013
0.6650543,4.625122
0.65304565,4.622345
0.63438416,4.6228485
0.61605835,4.625122
0.6026306,4.617935
0.5749817,4.6139984
0.5591736,4.6107635
0.5652313,4.6187744
0.5652313,4.628067
0.57528687,4.6474
0.5867157,4.66098
0.59594727,4.6773834
0.60113525,4.6825867
0.607254,4.6887054
0.6144104,4.696945
0.5986328,4.696945
0.57081604,4.696945
0.5650482,4.6894226
0.5535736,4.6664886
0.5393677,4.6380615
0.53004456,4.6451874
0.5267029,4.6551514
0.51831055,4.6610413
0.52212524,4.6610413
0.5232849,4.6754
0.5507965,4.670639
0.57858276,4.6565704
0.59988403,4.6538544
0.62997437,4.6639557
0.66571045,4.6754
0.6842041,4.6754
0.7180786,4.6759033
0.7524719,4.6825867
0.77560425,4.6872253
0.8143616,4.6897736
0.8309784,4.696945
0.8383789,4.7043457
0.8510742,4.699829
0.8740845,4.696213
0.8740845,4.6897736
0.8740845,4.6897736
0.8601532,4.6897736
0.8597107,4.6879272
0.85365295,4.676529
0.8399658,4.6754
0.8390045,4.6770782
0.84825134,4.7014313
0.8575134,4.7384644
0.8526306,4.761368
0.8099365,4.7576294
0.7572479,4.743164
0.72032166,4.7400513
0.6924896,4.7174683
0.6770477,4.714386
0.6626282,4.7184906
0.6441803,4.696884
0.63705444,4.6875763
0.6203003,4.6825867
0.58317566,4.6825867
0.5555725,4.672928
0.54039,4.6610413
0.5258179,4.65036
0.4853058,4.645981
0.45280457,4.6204376
0.44311523,4.602066
0.44955444,4.59639
0.4588318,4.5793304
0.4646759,4.5642395
0.47566223,4.5659637
0.49339294,4.588806
0.49339294,4.584503
0.48886108,4.602783
0.4862213,4.623993
0.5209961,4.6266327
0.55444336,4.6430817
0.5820923,4.6594696
0.60214233,4.676407
0.618103,4.700165
0.62734985,4.7325287
0.64334106,4.7265625
0.676239,4.7367554
0.69851685,4.718216
0.7259369,4.6999207
0.73760986,4.689087
0.74324036,4.6853943
0.7519684,4.6945496
0.7588043,4.738022
0.7501526,4.7598267
0.74868774,4.775955
0.7400665,4.775955
0.7312012,4.7615967
0.7405243,4.7674255
0.73487854,4.775955
0.7021332,4.78302
0.6938324,4.783142
0.6648712,4.7871704
0.63430786,4.790329
0.6216583,4.7729187
0.6124573,4.75441
0.598053,4.7492676
0.58677673,4.75441
0.58677673,4.75441
0.58677673,4.737381
0.5677643,4.7130127
0.54714966,4.696945
0.51930237,4.690262
0.4807434,4.6447754
0.44198608,4.595825
0.40971375,4.577347
0.3867798,4.558838
0.36553955,4.546829
0.37408447,4.5433044
0.39266968,4.528244
0.4056244,4.5301666
0.43728638,4.5465546
0.4651184,4.555832
0.50213623,4.565094
0.54164124,4.587677
0.57133484,4.59639
0.5939636,4.6037445
0.58821106,4.5992737
0.58677673,4.5676575
0.5921478,4.5676575
0.610672,4.5533447
0.61550903,4.5325317
0.6172333,4.5317535
0.64160156,4.5506744
0.68800354,4.5911713
0.7182617,4.634506
0.75190735,4.6652985
0.8130188,4.7023315
0.88708496,4.7393646
0.94429016,4.741867
1.0013428,4.7433167
1.0237427,4.746048
1.0148621,4.755356
0.98709106,4.767639
0.9540405,4.7862396
0.888443,4.790329
0.8369446,4.7675476
0.78749084,4.747223
0.73490906,4.728363
0.69828796,4.6686096
0.66841125,4.6264343
0.6188202,4.589905
0.5647125,4.5522766
0.5324402,4.4967346
0.47750854,4.462784
0.41270447,4.4535217
0.36611938,4.4429626
0.3324585,4.4244537
0.2992401,4.4059296
0.2632599,4.3803406
0.25393677,4.364105
0.24475098,4.3593597
0.22888184,4.33313
0.1950531,4.289566
0.17408752,4.265991
0.16461182,4.2715454
0.17167664,4.288025
0.2043457,4.2947235
0.24604797,4.2947235
0.26971436,4.28804
0.29385376,4.296295
0.2957611,4.3019104
0.2980652,4.3134613
0.30014038,4.314911
0.30665588,4.290909
0.30181885,4.2635193
0.29249573,4.2379303
0.29408264,4.2229004
0.30718994,4.226761
0.32569885,4.2300873
0.31298828,4.238922
0.30952454,4.2573853
0.32373047,4.2808533
0.3635254,4.3016815
0.40486145,4.3366547
0.44815063,4.356247
0.46972656,4.3654785
0.4799652,4.389023
0.4862213,4.397995
0.4862213,4.4180145
0.47184753,4.4456635
0.4697113,4.4506073
0.460495,4.4497223
0.44491577,4.459015
0.44433594,4.479019
0.45355225,4.463852
0.4521942,4.4546356
0.44293213,4.4457245
0.4359436,4.4503937
0.4359436,4.4455566
0.4165802,4.4326477
0.390213,4.3959045
0.378479,4.363083
0.378479,4.353821
0.378479,4.3306427
0.37600708,4.3306427
0.3667755,4.326126
0.35087585,4.323456
0.3497467,4.321884
0.3605194,4.309082
0.38815308,4.313141
0.42248535,4.316269
0.4359436,4.3182983
0.4220276,4.323456
0.4143982,4.330139
0.41992188,4.3250885
0.40698242,4.326935
0.4000244,4.323456
0.3987732,4.324066
0.38839722,4.333374
0.39283752,4.3667755
0.4135437,4.3947144
0.44132996,4.424011
0.47297668,4.424011
0.4862213,4.424011
0.4968109,4.424011
0.52508545,4.4269714
0.5143738,4.4262085
0.49371338,4.402954
0.47506714,4.396515
0.46063232,4.3728485
0.457489,4.378662
0.45939636,4.3818665
0.4749298,4.4004364
0.4998474,4.4376373
0.5296478,4.4675446
0.5617981,4.5023956
0.60383606,4.534439
0.6217804,4.5335236
0.62268066,4.5233154
0.6193695,4.5140686
0.6047516,4.510208
0.58654785,4.517151
0.57958984,4.505371
0.5840454,4.486923
0.58677673,4.4619446
0.58813477,4.458557
0.59046936,4.4423065
0.5645447,4.4256287
0.55085754,4.4235535
0.5458069,4.4092407
0.5272827,4.390671
0.5155029,4.388092
0.47418213,4.363312
0.44662476,4.352188
0.4244995,4.3578796
0.4371643,4.3665466
0.45573425,4.3719788
0.4646759,4.361908
0.4578247,4.352188
0.44311523,4.3665466
0.43148804,4.362671
0.40975952,4.3593597
0.40646362,4.3665466
0.39715576,4.363678
0.36320496,4.354416
0.3218994,4.338257
0.2865448,4.3268127
0.2627716,4.304306
0.2381897,4.2886505
0.22045898,4.2875366
0.22348022,4.2875366
0.22764587,4.307953
0.23483276,4.3019104
0.25541687,4.3204193
0.2874756,4.3431854
0.32440186,4.3646393
0.36746216,4.409195
0.3856659,4.4487457
0.39620972,4.447464
0.4362793,4.424179
0.45030212,4.4357605
0.45030212,4.436905
0.45030212,4.4247894
0.458786,4.412918
0.46806335,4.395279
0.48817444,4.417038
0.5231323,4.446228
0.5557251,4.467163
0.59768677,4.490509
0.62802124,4.5155334
0.62986755,4.510208
0.62986755,4.510208
0.612854,4.515854
0.60832214,4.5245667
0.6057129,4.5193634
0.60113525,4.4916534
0.5944061,4.4477997
0.5619354,4.42955
0.543396,4.424011
0.5301056,4.4303894
0.52279663,4.432541
0.5320587,4.4455566
0.5460663,4.4455566
0.55085754,4.4455566
0.54901123,4.4527435
0.5359192,4.4527435
0.5233002,4.4347534
0.49168396,4.432892
0.47317505,4.4484863
0.4497223,4.4527435
0.42173767,4.4456024
0.4143982,4.427231
0.41844177,4.4005585
0.42156982,4.3819733
0.4143982,4.3665466
0.4174652,4.372711
0.43704224,4.3860626
0.44311523,4.3806915
0.44737244,4.3457794
0.46168518,4.3264313
0.45832825,4.323456
0.457489,4.317444
0.4640503,4.330017
0.47721863,4.3539276
0.49450684,4.3886414
0.5268402,4.4095306
0.5540924,4.4196014
0.59103394,4.4297333
0.60832214,4.446884
0.60832214,4.4527435
0.60832214,4.458191
0.6161804,4.4599304
0.6322937,4.4623566
0.6325836,4.467102
0.61672974,4.467102
0.59243774,4.467102
0.5832367,4.463562
0.56829834,4.4486237
0.5491791,4.446106
0.52671814,4.4553223
0.5174713,4.4599304
0.5082092,4.4599304
0.5077667,4.465378
0.5002899,4.4524536
0.5048828,4.4455566
0.5149536,4.4550476
0.51213074,4.4871063
0.4981079,4.505478
0.47958374,4.510208
0.4646759,4.492325
0.4646759,4.4737244
0.4646759,4.461151
0.47099304,4.4502106
0.4676056,4.425308
0.46687317,4.4168243
0.45051575,4.4026794
0.44311523,4.386139
